wavelength_nm,cross_section_cm2,source
51.604315,2.407e-17,O2_Holland(1993)_298K_49-103nm.txt
51.614246,2.455e-17,O2_Holland(1993)_298K_49-103nm.txt
51.62417,2.535e-17,O2_Holland(1993)_298K_49-103nm.txt
51.634094,2.631e-17,O2_Holland(1993)_298K_49-103nm.txt
51.644019,2.695e-17,O2_Holland(1993)_298K_49-103nm.txt
51.653943,2.723e-17,O2_Holland(1993)_298K_49-103nm.txt
51.663873,2.727e-17,O2_Holland(1993)_298K_49-103nm.txt
51.673798,2.72e-17,O2_Holland(1993)_298K_49-103nm.txt
51.683722,2.711e-17,O2_Holland(1993)_298K_49-103nm.txt
51.693646,2.707e-17,O2_Holland(1993)_298K_49-103nm.txt
51.703571,2.699e-17,O2_Holland(1993)_298K_49-103nm.txt
51.713495,2.677e-17,O2_Holland(1993)_298K_49-103nm.txt
51.723425,2.641e-17,O2_Holland(1993)_298K_49-103nm.txt
51.73335,2.577e-17,O2_Holland(1993)_298K_49-103nm.txt
51.743274,2.526e-17,O2_Holland(1993)_298K_49-103nm.txt
51.753198,2.48e-17,O2_Holland(1993)_298K_49-103nm.txt
51.763123,2.455e-17,O2_Holland(1993)_298K_49-103nm.txt
51.773053,2.455e-17,O2_Holland(1993)_298K_49-103nm.txt
51.782977,2.475e-17,O2_Holland(1993)_298K_49-103nm.txt
51.792902,2.475e-17,O2_Holland(1993)_298K_49-103nm.txt
51.802826,2.481e-17,O2_Holland(1993)_298K_49-103nm.txt
51.81275,2.468e-17,O2_Holland(1993)_298K_49-103nm.txt
51.822681,2.452e-17,O2_Holland(1993)_298K_49-103nm.txt
51.832605,2.444e-17,O2_Holland(1993)_298K_49-103nm.txt
51.842529,2.458e-17,O2_Holland(1993)_298K_49-103nm.txt
51.852454,2.482e-17,O2_Holland(1993)_298K_49-103nm.txt
51.862378,2.511e-17,O2_Holland(1993)_298K_49-103nm.txt
51.872308,2.537e-17,O2_Holland(1993)_298K_49-103nm.txt
51.882233,2.572e-17,O2_Holland(1993)_298K_49-103nm.txt
51.892157,2.591e-17,O2_Holland(1993)_298K_49-103nm.txt
51.902081,2.594e-17,O2_Holland(1993)_298K_49-103nm.txt
51.912006,2.602e-17,O2_Holland(1993)_298K_49-103nm.txt
51.921936,2.605e-17,O2_Holland(1993)_298K_49-103nm.txt
51.93186,2.613e-17,O2_Holland(1993)_298K_49-103nm.txt
51.941785,2.612e-17,O2_Holland(1993)_298K_49-103nm.txt
51.951709,2.609e-17,O2_Holland(1993)_298K_49-103nm.txt
51.961633,2.605e-17,O2_Holland(1993)_298K_49-103nm.txt
51.971558,2.611e-17,O2_Holland(1993)_298K_49-103nm.txt
51.981488,2.612e-17,O2_Holland(1993)_298K_49-103nm.txt
51.991412,2.619e-17,O2_Holland(1993)_298K_49-103nm.txt
52.001337,2.626e-17,O2_Holland(1993)_298K_49-103nm.txt
52.011261,2.628e-17,O2_Holland(1993)_298K_49-103nm.txt
52.021185,2.639e-17,O2_Holland(1993)_298K_49-103nm.txt
52.031116,2.651e-17,O2_Holland(1993)_298K_49-103nm.txt
52.041034,2.651e-17,O2_Holland(1993)_298K_49-103nm.txt
52.050964,2.648e-17,O2_Holland(1993)_298K_49-103nm.txt
52.060889,2.617e-17,O2_Holland(1993)_298K_49-103nm.txt
52.070813,2.577e-17,O2_Holland(1993)_298K_49-103nm.txt
52.080743,2.521e-17,O2_Holland(1993)_298K_49-103nm.txt
52.09057,2.467e-17,O2_Holland(1993)_298K_49-103nm.txt
52.100592,2.437e-17,O2_Holland(1993)_298K_49-103nm.txt
52.110419,2.423e-17,O2_Holland(1993)_298K_49-103nm.txt
52.120343,2.427e-17,O2_Holland(1993)_298K_49-103nm.txt
52.130267,2.429e-17,O2_Holland(1993)_298K_49-103nm.txt
52.140192,2.441e-17,O2_Holland(1993)_298K_49-103nm.txt
52.150116,2.441e-17,O2_Holland(1993)_298K_49-103nm.txt
52.160046,2.441e-17,O2_Holland(1993)_298K_49-103nm.txt
52.169971,2.433e-17,O2_Holland(1993)_298K_49-103nm.txt
52.179895,2.439e-17,O2_Holland(1993)_298K_49-103nm.txt
52.189819,2.418e-17,O2_Holland(1993)_298K_49-103nm.txt
52.199744,2.414e-17,O2_Holland(1993)_298K_49-103nm.txt
52.209668,2.398e-17,O2_Holland(1993)_298K_49-103nm.txt
52.219598,2.377e-17,O2_Holland(1993)_298K_49-103nm.txt
52.229523,2.337e-17,O2_Holland(1993)_298K_49-103nm.txt
52.239447,2.312e-17,O2_Holland(1993)_298K_49-103nm.txt
52.249371,2.293e-17,O2_Holland(1993)_298K_49-103nm.txt
52.259296,2.334e-17,O2_Holland(1993)_298K_49-103nm.txt
52.269226,2.435e-17,O2_Holland(1993)_298K_49-103nm.txt
52.27915,2.566e-17,O2_Holland(1993)_298K_49-103nm.txt
52.289075,2.697e-17,O2_Holland(1993)_298K_49-103nm.txt
52.298999,2.769e-17,O2_Holland(1993)_298K_49-103nm.txt
52.308923,2.816e-17,O2_Holland(1993)_298K_49-103nm.txt
52.318854,2.817e-17,O2_Holland(1993)_298K_49-103nm.txt
52.328778,2.803e-17,O2_Holland(1993)_298K_49-103nm.txt
52.338702,2.797e-17,O2_Holland(1993)_298K_49-103nm.txt
52.348627,2.776e-17,O2_Holland(1993)_298K_49-103nm.txt
52.358551,2.751e-17,O2_Holland(1993)_298K_49-103nm.txt
52.368481,2.724e-17,O2_Holland(1993)_298K_49-103nm.txt
52.378406,2.727e-17,O2_Holland(1993)_298K_49-103nm.txt
52.38833,2.72e-17,O2_Holland(1993)_298K_49-103nm.txt
52.398254,2.713e-17,O2_Holland(1993)_298K_49-103nm.txt
52.408179,2.707e-17,O2_Holland(1993)_298K_49-103nm.txt
52.418109,2.711e-17,O2_Holland(1993)_298K_49-103nm.txt
52.428033,2.705e-17,O2_Holland(1993)_298K_49-103nm.txt
52.437958,2.719e-17,O2_Holland(1993)_298K_49-103nm.txt
52.447882,2.732e-17,O2_Holland(1993)_298K_49-103nm.txt
52.457806,2.738e-17,O2_Holland(1993)_298K_49-103nm.txt
52.467731,2.735e-17,O2_Holland(1993)_298K_49-103nm.txt
52.477661,2.713e-17,O2_Holland(1993)_298K_49-103nm.txt
52.487585,2.665e-17,O2_Holland(1993)_298K_49-103nm.txt
52.49751,2.586e-17,O2_Holland(1993)_298K_49-103nm.txt
52.507434,2.508e-17,O2_Holland(1993)_298K_49-103nm.txt
52.517358,2.447e-17,O2_Holland(1993)_298K_49-103nm.txt
52.527289,2.428e-17,O2_Holland(1993)_298K_49-103nm.txt
52.537213,2.438e-17,O2_Holland(1993)_298K_49-103nm.txt
52.547137,2.455e-17,O2_Holland(1993)_298K_49-103nm.txt
52.557062,2.474e-17,O2_Holland(1993)_298K_49-103nm.txt
52.566986,2.494e-17,O2_Holland(1993)_298K_49-103nm.txt
52.576917,2.515e-17,O2_Holland(1993)_298K_49-103nm.txt
52.586841,2.515e-17,O2_Holland(1993)_298K_49-103nm.txt
52.596765,2.526e-17,O2_Holland(1993)_298K_49-103nm.txt
52.60669,2.536e-17,O2_Holland(1993)_298K_49-103nm.txt
52.61662,2.531e-17,O2_Holland(1993)_298K_49-103nm.txt
52.626544,2.538e-17,O2_Holland(1993)_298K_49-103nm.txt
52.636462,2.547e-17,O2_Holland(1993)_298K_49-103nm.txt
52.646393,2.54e-17,O2_Holland(1993)_298K_49-103nm.txt
52.656317,2.544e-17,O2_Holland(1993)_298K_49-103nm.txt
52.666248,2.558e-17,O2_Holland(1993)_298K_49-103nm.txt
52.676166,2.556e-17,O2_Holland(1993)_298K_49-103nm.txt
52.68609,2.554e-17,O2_Holland(1993)_298K_49-103nm.txt
52.69602,2.552e-17,O2_Holland(1993)_298K_49-103nm.txt
52.705945,2.563e-17,O2_Holland(1993)_298K_49-103nm.txt
52.715875,2.552e-17,O2_Holland(1993)_298K_49-103nm.txt
52.725793,2.554e-17,O2_Holland(1993)_298K_49-103nm.txt
52.735718,2.549e-17,O2_Holland(1993)_298K_49-103nm.txt
52.745648,2.548e-17,O2_Holland(1993)_298K_49-103nm.txt
52.755573,2.548e-17,O2_Holland(1993)_298K_49-103nm.txt
52.765503,2.553e-17,O2_Holland(1993)_298K_49-103nm.txt
52.775421,2.549e-17,O2_Holland(1993)_298K_49-103nm.txt
52.785346,2.552e-17,O2_Holland(1993)_298K_49-103nm.txt
52.795276,2.553e-17,O2_Holland(1993)_298K_49-103nm.txt
52.8052,2.56e-17,O2_Holland(1993)_298K_49-103nm.txt
52.815131,2.561e-17,O2_Holland(1993)_298K_49-103nm.txt
52.825049,2.559e-17,O2_Holland(1993)_298K_49-103nm.txt
52.834973,2.548e-17,O2_Holland(1993)_298K_49-103nm.txt
52.844904,2.548e-17,O2_Holland(1993)_298K_49-103nm.txt
52.854828,2.551e-17,O2_Holland(1993)_298K_49-103nm.txt
52.864752,2.55e-17,O2_Holland(1993)_298K_49-103nm.txt
52.874676,2.551e-17,O2_Holland(1993)_298K_49-103nm.txt
52.884601,2.557e-17,O2_Holland(1993)_298K_49-103nm.txt
52.894531,2.555e-17,O2_Holland(1993)_298K_49-103nm.txt
52.904456,2.556e-17,O2_Holland(1993)_298K_49-103nm.txt
52.91438,2.554e-17,O2_Holland(1993)_298K_49-103nm.txt
52.924304,2.551e-17,O2_Holland(1993)_298K_49-103nm.txt
52.934228,2.554e-17,O2_Holland(1993)_298K_49-103nm.txt
52.944159,2.551e-17,O2_Holland(1993)_298K_49-103nm.txt
52.954083,2.556e-17,O2_Holland(1993)_298K_49-103nm.txt
52.964008,2.557e-17,O2_Holland(1993)_298K_49-103nm.txt
52.973932,2.554e-17,O2_Holland(1993)_298K_49-103nm.txt
52.983856,2.549e-17,O2_Holland(1993)_298K_49-103nm.txt
52.993787,2.555e-17,O2_Holland(1993)_298K_49-103nm.txt
53.003705,2.548e-17,O2_Holland(1993)_298K_49-103nm.txt
53.013635,2.549e-17,O2_Holland(1993)_298K_49-103nm.txt
53.02356,2.546e-17,O2_Holland(1993)_298K_49-103nm.txt
53.033484,2.543e-17,O2_Holland(1993)_298K_49-103nm.txt
53.043408,2.54e-17,O2_Holland(1993)_298K_49-103nm.txt
53.053332,2.547e-17,O2_Holland(1993)_298K_49-103nm.txt
53.063263,2.538e-17,O2_Holland(1993)_298K_49-103nm.txt
53.073187,2.533e-17,O2_Holland(1993)_298K_49-103nm.txt
53.083112,2.534e-17,O2_Holland(1993)_298K_49-103nm.txt
53.093036,2.534e-17,O2_Holland(1993)_298K_49-103nm.txt
53.10296,2.53e-17,O2_Holland(1993)_298K_49-103nm.txt
53.112891,2.539e-17,O2_Holland(1993)_298K_49-103nm.txt
53.122815,2.536e-17,O2_Holland(1993)_298K_49-103nm.txt
53.132733,2.536e-17,O2_Holland(1993)_298K_49-103nm.txt
53.142664,2.519e-17,O2_Holland(1993)_298K_49-103nm.txt
53.152588,2.519e-17,O2_Holland(1993)_298K_49-103nm.txt
53.162518,2.511e-17,O2_Holland(1993)_298K_49-103nm.txt
53.172443,2.512e-17,O2_Holland(1993)_298K_49-103nm.txt
53.182361,2.501e-17,O2_Holland(1993)_298K_49-103nm.txt
53.192291,2.502e-17,O2_Holland(1993)_298K_49-103nm.txt
53.202216,2.491e-17,O2_Holland(1993)_298K_49-103nm.txt
53.212146,2.488e-17,O2_Holland(1993)_298K_49-103nm.txt
53.22207,2.48e-17,O2_Holland(1993)_298K_49-103nm.txt
53.231989,2.476e-17,O2_Holland(1993)_298K_49-103nm.txt
53.241919,2.452e-17,O2_Holland(1993)_298K_49-103nm.txt
53.251843,2.448e-17,O2_Holland(1993)_298K_49-103nm.txt
53.261774,2.438e-17,O2_Holland(1993)_298K_49-103nm.txt
53.271692,2.415e-17,O2_Holland(1993)_298K_49-103nm.txt
53.281616,2.406e-17,O2_Holland(1993)_298K_49-103nm.txt
53.291547,2.405e-17,O2_Holland(1993)_298K_49-103nm.txt
53.301471,2.403e-17,O2_Holland(1993)_298K_49-103nm.txt
53.311401,2.406e-17,O2_Holland(1993)_298K_49-103nm.txt
53.32132,2.442e-17,O2_Holland(1993)_298K_49-103nm.txt
53.331244,2.482e-17,O2_Holland(1993)_298K_49-103nm.txt
53.341174,2.513e-17,O2_Holland(1993)_298K_49-103nm.txt
53.351099,2.546e-17,O2_Holland(1993)_298K_49-103nm.txt
53.361029,2.566e-17,O2_Holland(1993)_298K_49-103nm.txt
53.370947,2.588e-17,O2_Holland(1993)_298K_49-103nm.txt
53.380872,2.606e-17,O2_Holland(1993)_298K_49-103nm.txt
53.390802,2.617e-17,O2_Holland(1993)_298K_49-103nm.txt
53.400726,2.621e-17,O2_Holland(1993)_298K_49-103nm.txt
53.410657,2.63e-17,O2_Holland(1993)_298K_49-103nm.txt
53.420575,2.63e-17,O2_Holland(1993)_298K_49-103nm.txt
53.430499,2.622e-17,O2_Holland(1993)_298K_49-103nm.txt
53.44043,2.62e-17,O2_Holland(1993)_298K_49-103nm.txt
53.450354,2.614e-17,O2_Holland(1993)_298K_49-103nm.txt
53.460278,2.612e-17,O2_Holland(1993)_298K_49-103nm.txt
53.470203,2.615e-17,O2_Holland(1993)_298K_49-103nm.txt
53.480127,2.607e-17,O2_Holland(1993)_298K_49-103nm.txt
53.490057,2.599e-17,O2_Holland(1993)_298K_49-103nm.txt
53.499982,2.593e-17,O2_Holland(1993)_298K_49-103nm.txt
53.509906,2.593e-17,O2_Holland(1993)_298K_49-103nm.txt
53.51983,2.591e-17,O2_Holland(1993)_298K_49-103nm.txt
53.529755,2.584e-17,O2_Holland(1993)_298K_49-103nm.txt
53.539685,2.582e-17,O2_Holland(1993)_298K_49-103nm.txt
53.549609,2.57e-17,O2_Holland(1993)_298K_49-103nm.txt
53.559534,2.564e-17,O2_Holland(1993)_298K_49-103nm.txt
53.569458,2.562e-17,O2_Holland(1993)_298K_49-103nm.txt
53.579382,2.556e-17,O2_Holland(1993)_298K_49-103nm.txt
53.589313,2.546e-17,O2_Holland(1993)_298K_49-103nm.txt
53.599231,2.538e-17,O2_Holland(1993)_298K_49-103nm.txt
53.609161,2.53e-17,O2_Holland(1993)_298K_49-103nm.txt
53.619086,2.519e-17,O2_Holland(1993)_298K_49-103nm.txt
53.62901,2.515e-17,O2_Holland(1993)_298K_49-103nm.txt
53.63894,2.507e-17,O2_Holland(1993)_298K_49-103nm.txt
53.648859,2.496e-17,O2_Holland(1993)_298K_49-103nm.txt
53.658789,2.478e-17,O2_Holland(1993)_298K_49-103nm.txt
53.668713,2.465e-17,O2_Holland(1993)_298K_49-103nm.txt
53.678638,2.436e-17,O2_Holland(1993)_298K_49-103nm.txt
53.688568,2.413e-17,O2_Holland(1993)_298K_49-103nm.txt
53.698486,2.372e-17,O2_Holland(1993)_298K_49-103nm.txt
53.708417,2.352e-17,O2_Holland(1993)_298K_49-103nm.txt
53.718341,2.302e-17,O2_Holland(1993)_298K_49-103nm.txt
53.728265,2.287e-17,O2_Holland(1993)_298K_49-103nm.txt
53.738196,2.346e-17,O2_Holland(1993)_298K_49-103nm.txt
53.748114,2.458e-17,O2_Holland(1993)_298K_49-103nm.txt
53.758044,2.611e-17,O2_Holland(1993)_298K_49-103nm.txt
53.767969,2.748e-17,O2_Holland(1993)_298K_49-103nm.txt
53.777893,2.867e-17,O2_Holland(1993)_298K_49-103nm.txt
53.787817,2.947e-17,O2_Holland(1993)_298K_49-103nm.txt
53.797742,3.009e-17,O2_Holland(1993)_298K_49-103nm.txt
53.807672,3.026e-17,O2_Holland(1993)_298K_49-103nm.txt
53.817596,3.015e-17,O2_Holland(1993)_298K_49-103nm.txt
53.827521,2.989e-17,O2_Holland(1993)_298K_49-103nm.txt
53.837445,2.93e-17,O2_Holland(1993)_298K_49-103nm.txt
53.847369,2.882e-17,O2_Holland(1993)_298K_49-103nm.txt
