wavelength_nm,cross_section_cm2,source
113.38,2.67e-17,N2O_Nee(1999)_298K_100-212nm.txt
113.42,2.54e-17,N2O_Nee(1999)_298K_100-212nm.txt
113.45,2.41e-17,N2O_Nee(1999)_298K_100-212nm.txt
113.48,2.27e-17,N2O_Nee(1999)_298K_100-212nm.txt
113.51,2.1e-17,N2O_Nee(1999)_298K_100-212nm.txt
113.52,1.94e-17,N2O_Nee(1999)_298K_100-212nm.txt
113.55,1.79e-17,N2O_Nee(1999)_298K_100-212nm.txt
113.59,1.67e-17,N2O_Nee(1999)_298K_100-212nm.txt
113.61,1.57e-17,N2O_Nee(1999)_298K_100-212nm.txt
113.64,1.48e-17,N2O_Nee(1999)_298K_100-212nm.txt
113.67,1.39e-17,N2O_Nee(1999)_298K_100-212nm.txt
113.7,1.3e-17,N2O_Nee(1999)_298K_100-212nm.txt
113.73,1.23e-17,N2O_Nee(1999)_298K_100-212nm.txt
113.74,1.16e-17,N2O_Nee(1999)_298K_100-212nm.txt
113.78,1.11e-17,N2O_Nee(1999)_298K_100-212nm.txt
113.84,1.08e-17,N2O_Nee(1999)_298K_100-212nm.txt
113.89,1.11e-17,N2O_Nee(1999)_298K_100-212nm.txt
113.92,1.17e-17,N2O_Nee(1999)_298K_100-212nm.txt
113.95,1.23e-17,N2O_Nee(1999)_298K_100-212nm.txt
113.98,1.31e-17,N2O_Nee(1999)_298K_100-212nm.txt
114.01,1.38e-17,N2O_Nee(1999)_298K_100-212nm.txt
114.04,1.44e-17,N2O_Nee(1999)_298K_100-212nm.txt
114.12,1.48e-17,N2O_Nee(1999)_298K_100-212nm.txt
114.23,1.48e-17,N2O_Nee(1999)_298K_100-212nm.txt
114.27,1.52e-17,N2O_Nee(1999)_298K_100-212nm.txt
114.31,1.57e-17,N2O_Nee(1999)_298K_100-212nm.txt
114.33,1.63e-17,N2O_Nee(1999)_298K_100-212nm.txt
114.36,1.69e-17,N2O_Nee(1999)_298K_100-212nm.txt
114.42,1.73e-17,N2O_Nee(1999)_298K_100-212nm.txt
114.47,1.69e-17,N2O_Nee(1999)_298K_100-212nm.txt
114.49,1.63e-17,N2O_Nee(1999)_298K_100-212nm.txt
114.52,1.57e-17,N2O_Nee(1999)_298K_100-212nm.txt
114.54,1.51e-17,N2O_Nee(1999)_298K_100-212nm.txt
114.56,1.45e-17,N2O_Nee(1999)_298K_100-212nm.txt
114.57,1.38e-17,N2O_Nee(1999)_298K_100-212nm.txt
114.6,1.3e-17,N2O_Nee(1999)_298K_100-212nm.txt
114.62,1.22e-17,N2O_Nee(1999)_298K_100-212nm.txt
114.65,1.14e-17,N2O_Nee(1999)_298K_100-212nm.txt
114.69,1.1e-17,N2O_Nee(1999)_298K_100-212nm.txt
114.74,1.07e-17,N2O_Nee(1999)_298K_100-212nm.txt
114.8,1.04e-17,N2O_Nee(1999)_298K_100-212nm.txt
114.85,1e-17,N2O_Nee(1999)_298K_100-212nm.txt
114.9,9.53e-18,N2O_Nee(1999)_298K_100-212nm.txt
114.93,8.89e-18,N2O_Nee(1999)_298K_100-212nm.txt
114.97,8.34e-18,N2O_Nee(1999)_298K_100-212nm.txt
114.99,7.96e-18,N2O_Nee(1999)_298K_100-212nm.txt
115.01,7.59e-18,N2O_Nee(1999)_298K_100-212nm.txt
115.05,7.33e-18,N2O_Nee(1999)_298K_100-212nm.txt
115.11,7.66e-18,N2O_Nee(1999)_298K_100-212nm.txt
115.13,8.32e-18,N2O_Nee(1999)_298K_100-212nm.txt
115.13,8.3e-18,N2O_Nee(1999)_298K_100-212nm.txt
115.16,8.85e-18,N2O_Nee(1999)_298K_100-212nm.txt
115.18,9.69e-18,N2O_Nee(1999)_298K_100-212nm.txt
115.21,1.04e-17,N2O_Nee(1999)_298K_100-212nm.txt
115.23,1.11e-17,N2O_Nee(1999)_298K_100-212nm.txt
115.25,1.18e-17,N2O_Nee(1999)_298K_100-212nm.txt
115.27,1.26e-17,N2O_Nee(1999)_298K_100-212nm.txt
115.29,1.36e-17,N2O_Nee(1999)_298K_100-212nm.txt
115.35,1.41e-17,N2O_Nee(1999)_298K_100-212nm.txt
115.4,1.35e-17,N2O_Nee(1999)_298K_100-212nm.txt
115.44,1.26e-17,N2O_Nee(1999)_298K_100-212nm.txt
115.46,1.18e-17,N2O_Nee(1999)_298K_100-212nm.txt
115.48,1.11e-17,N2O_Nee(1999)_298K_100-212nm.txt
115.5,1.04e-17,N2O_Nee(1999)_298K_100-212nm.txt
115.53,9.46e-18,N2O_Nee(1999)_298K_100-212nm.txt
115.55,8.68e-18,N2O_Nee(1999)_298K_100-212nm.txt
115.6,7.98e-18,N2O_Nee(1999)_298K_100-212nm.txt
115.64,7.3e-18,N2O_Nee(1999)_298K_100-212nm.txt
115.7,6.83e-18,N2O_Nee(1999)_298K_100-212nm.txt
115.73,6.45e-18,N2O_Nee(1999)_298K_100-212nm.txt
115.76,6.14e-18,N2O_Nee(1999)_298K_100-212nm.txt
115.8,5.84e-18,N2O_Nee(1999)_298K_100-212nm.txt
115.85,5.63e-18,N2O_Nee(1999)_298K_100-212nm.txt
115.9,5.82e-18,N2O_Nee(1999)_298K_100-212nm.txt
115.93,6.14e-18,N2O_Nee(1999)_298K_100-212nm.txt
115.95,6.43e-18,N2O_Nee(1999)_298K_100-212nm.txt
115.98,6.86e-18,N2O_Nee(1999)_298K_100-212nm.txt
116.01,7.31e-18,N2O_Nee(1999)_298K_100-212nm.txt
116.04,7.58e-18,N2O_Nee(1999)_298K_100-212nm.txt
116.09,7.84e-18,N2O_Nee(1999)_298K_100-212nm.txt
116.12,7.6e-18,N2O_Nee(1999)_298K_100-212nm.txt
116.13,7.32e-18,N2O_Nee(1999)_298K_100-212nm.txt
116.16,6.85e-18,N2O_Nee(1999)_298K_100-212nm.txt
116.18,6.43e-18,N2O_Nee(1999)_298K_100-212nm.txt
116.2,6.03e-18,N2O_Nee(1999)_298K_100-212nm.txt
116.22,5.55e-18,N2O_Nee(1999)_298K_100-212nm.txt
116.24,5.05e-18,N2O_Nee(1999)_298K_100-212nm.txt
116.26,4.69e-18,N2O_Nee(1999)_298K_100-212nm.txt
116.27,4.37e-18,N2O_Nee(1999)_298K_100-212nm.txt
116.29,4.09e-18,N2O_Nee(1999)_298K_100-212nm.txt
116.31,3.84e-18,N2O_Nee(1999)_298K_100-212nm.txt
116.32,3.71e-18,N2O_Nee(1999)_298K_100-212nm.txt
116.34,3.63e-18,N2O_Nee(1999)_298K_100-212nm.txt
116.38,3.74e-18,N2O_Nee(1999)_298K_100-212nm.txt
116.4,3.85e-18,N2O_Nee(1999)_298K_100-212nm.txt
116.42,4.08e-18,N2O_Nee(1999)_298K_100-212nm.txt
116.45,4.42e-18,N2O_Nee(1999)_298K_100-212nm.txt
116.47,4.67e-18,N2O_Nee(1999)_298K_100-212nm.txt
116.52,4.97e-18,N2O_Nee(1999)_298K_100-212nm.txt
116.57,5.15e-18,N2O_Nee(1999)_298K_100-212nm.txt
116.64,5e-18,N2O_Nee(1999)_298K_100-212nm.txt
116.66,4.81e-18,N2O_Nee(1999)_298K_100-212nm.txt
116.69,4.6e-18,N2O_Nee(1999)_298K_100-212nm.txt
116.73,4.45e-18,N2O_Nee(1999)_298K_100-212nm.txt
116.77,4.38e-18,N2O_Nee(1999)_298K_100-212nm.txt
116.81,4.68e-18,N2O_Nee(1999)_298K_100-212nm.txt
116.81,4.52e-18,N2O_Nee(1999)_298K_100-212nm.txt
116.83,5.17e-18,N2O_Nee(1999)_298K_100-212nm.txt
116.85,5.58e-18,N2O_Nee(1999)_298K_100-212nm.txt
116.87,6.15e-18,N2O_Nee(1999)_298K_100-212nm.txt
116.89,6.88e-18,N2O_Nee(1999)_298K_100-212nm.txt
116.92,7.91e-18,N2O_Nee(1999)_298K_100-212nm.txt
116.96,9.05e-18,N2O_Nee(1999)_298K_100-212nm.txt
116.97,9.88e-18,N2O_Nee(1999)_298K_100-212nm.txt
116.99,1.04e-17,N2O_Nee(1999)_298K_100-212nm.txt
117.01,1.09e-17,N2O_Nee(1999)_298K_100-212nm.txt
117.06,1.13e-17,N2O_Nee(1999)_298K_100-212nm.txt
117.09,1.1e-17,N2O_Nee(1999)_298K_100-212nm.txt
117.12,1.04e-17,N2O_Nee(1999)_298K_100-212nm.txt
117.14,9.85e-18,N2O_Nee(1999)_298K_100-212nm.txt
117.15,9e-18,N2O_Nee(1999)_298K_100-212nm.txt
117.18,7.93e-18,N2O_Nee(1999)_298K_100-212nm.txt
117.22,7.02e-18,N2O_Nee(1999)_298K_100-212nm.txt
117.29,6.32e-18,N2O_Nee(1999)_298K_100-212nm.txt
117.34,5.57e-18,N2O_Nee(1999)_298K_100-212nm.txt
117.36,4.97e-18,N2O_Nee(1999)_298K_100-212nm.txt
117.39,4.16e-18,N2O_Nee(1999)_298K_100-212nm.txt
117.41,3.61e-18,N2O_Nee(1999)_298K_100-212nm.txt
117.42,2.95e-18,N2O_Nee(1999)_298K_100-212nm.txt
117.44,2.09e-18,N2O_Nee(1999)_298K_100-212nm.txt
117.47,2.67e-18,N2O_Nee(1999)_298K_100-212nm.txt
117.49,3.19e-18,N2O_Nee(1999)_298K_100-212nm.txt
117.5,3.64e-18,N2O_Nee(1999)_298K_100-212nm.txt
117.51,4.22e-18,N2O_Nee(1999)_298K_100-212nm.txt
117.52,5.01e-18,N2O_Nee(1999)_298K_100-212nm.txt
117.53,6.11e-18,N2O_Nee(1999)_298K_100-212nm.txt
117.55,7.51e-18,N2O_Nee(1999)_298K_100-212nm.txt
117.56,9.03e-18,N2O_Nee(1999)_298K_100-212nm.txt
117.58,1.29e-17,N2O_Nee(1999)_298K_100-212nm.txt
117.61,1.85e-17,N2O_Nee(1999)_298K_100-212nm.txt
117.65,2.92e-17,N2O_Nee(1999)_298K_100-212nm.txt
117.67,4.39e-17,N2O_Nee(1999)_298K_100-212nm.txt
117.72,6.36e-17,N2O_Nee(1999)_298K_100-212nm.txt
117.75,8.71e-17,N2O_Nee(1999)_298K_100-212nm.txt
117.84,1.06e-16,N2O_Nee(1999)_298K_100-212nm.txt
117.92,8.71e-17,N2O_Nee(1999)_298K_100-212nm.txt
117.96,6.38e-17,N2O_Nee(1999)_298K_100-212nm.txt
117.98,4.34e-17,N2O_Nee(1999)_298K_100-212nm.txt
118.05,2.93e-17,N2O_Nee(1999)_298K_100-212nm.txt
118.1,2.29e-17,N2O_Nee(1999)_298K_100-212nm.txt
118.14,1.87e-17,N2O_Nee(1999)_298K_100-212nm.txt
118.18,1.58e-17,N2O_Nee(1999)_298K_100-212nm.txt
118.23,1.29e-17,N2O_Nee(1999)_298K_100-212nm.txt
118.29,1.12e-17,N2O_Nee(1999)_298K_100-212nm.txt
118.36,9.31e-18,N2O_Nee(1999)_298K_100-212nm.txt
118.47,7.71e-18,N2O_Nee(1999)_298K_100-212nm.txt
118.57,6.5e-18,N2O_Nee(1999)_298K_100-212nm.txt
118.63,5.61e-18,N2O_Nee(1999)_298K_100-212nm.txt
118.67,4.93e-18,N2O_Nee(1999)_298K_100-212nm.txt
118.71,4.37e-18,N2O_Nee(1999)_298K_100-212nm.txt
118.74,3.84e-18,N2O_Nee(1999)_298K_100-212nm.txt
118.78,3.43e-18,N2O_Nee(1999)_298K_100-212nm.txt
118.83,3.12e-18,N2O_Nee(1999)_298K_100-212nm.txt
118.88,2.93e-18,N2O_Nee(1999)_298K_100-212nm.txt
118.95,2.74e-18,N2O_Nee(1999)_298K_100-212nm.txt
119.01,2.52e-18,N2O_Nee(1999)_298K_100-212nm.txt
119.09,2.35e-18,N2O_Nee(1999)_298K_100-212nm.txt
119.2,2.17e-18,N2O_Nee(1999)_298K_100-212nm.txt
119.29,2.05e-18,N2O_Nee(1999)_298K_100-212nm.txt
119.39,1.99e-18,N2O_Nee(1999)_298K_100-212nm.txt
119.48,1.96e-18,N2O_Nee(1999)_298K_100-212nm.txt
119.55,1.9e-18,N2O_Nee(1999)_298K_100-212nm.txt
119.62,1.86e-18,N2O_Nee(1999)_298K_100-212nm.txt
119.7,1.84e-18,N2O_Nee(1999)_298K_100-212nm.txt
119.78,1.86e-18,N2O_Nee(1999)_298K_100-212nm.txt
119.87,1.9e-18,N2O_Nee(1999)_298K_100-212nm.txt
119.95,1.89e-18,N2O_Nee(1999)_298K_100-212nm.txt
119.99,1.84e-18,N2O_Nee(1999)_298K_100-212nm.txt
120.04,1.77e-18,N2O_Nee(1999)_298K_100-212nm.txt
120.08,1.69e-18,N2O_Nee(1999)_298K_100-212nm.txt
120.14,1.62e-18,N2O_Nee(1999)_298K_100-212nm.txt
120.21,1.56e-18,N2O_Nee(1999)_298K_100-212nm.txt
120.34,1.54e-18,N2O_Nee(1999)_298K_100-212nm.txt
120.48,1.55e-18,N2O_Nee(1999)_298K_100-212nm.txt
120.6,1.57e-18,N2O_Nee(1999)_298K_100-212nm.txt
120.69,1.59e-18,N2O_Nee(1999)_298K_100-212nm.txt
120.81,1.59e-18,N2O_Nee(1999)_298K_100-212nm.txt
120.9,1.59e-18,N2O_Nee(1999)_298K_100-212nm.txt
120.97,1.57e-18,N2O_Nee(1999)_298K_100-212nm.txt
121.08,1.59e-18,N2O_Nee(1999)_298K_100-212nm.txt
121.13,1.62e-18,N2O_Nee(1999)_298K_100-212nm.txt
121.22,1.64e-18,N2O_Nee(1999)_298K_100-212nm.txt
121.3,1.64e-18,N2O_Nee(1999)_298K_100-212nm.txt
121.39,1.68e-18,N2O_Nee(1999)_298K_100-212nm.txt
121.47,1.72e-18,N2O_Nee(1999)_298K_100-212nm.txt
121.51,1.74e-18,N2O_Nee(1999)_298K_100-212nm.txt
121.56,1.75e-18,N2O_Nee(1999)_298K_100-212nm.txt
121.63,1.76e-18,N2O_Nee(1999)_298K_100-212nm.txt
121.74,1.78e-18,N2O_Nee(1999)_298K_100-212nm.txt
122.0,2e-18,N2O_Nee(1999)_298K_100-212nm.txt
122.5,3e-18,N2O_Nee(1999)_298K_100-212nm.txt
122.82,4.03e-18,N2O_Nee(1999)_298K_100-212nm.txt
123.3,5.43e-18,N2O_Nee(1999)_298K_100-212nm.txt
123.59,6.67e-18,N2O_Nee(1999)_298K_100-212nm.txt
123.86,8.15e-18,N2O_Nee(1999)_298K_100-212nm.txt
124.07,9.82e-18,N2O_Nee(1999)_298K_100-212nm.txt
124.27,1.2e-17,N2O_Nee(1999)_298K_100-212nm.txt
124.39,1.37e-17,N2O_Nee(1999)_298K_100-212nm.txt
124.58,1.56e-17,N2O_Nee(1999)_298K_100-212nm.txt
124.76,1.76e-17,N2O_Nee(1999)_298K_100-212nm.txt
124.89,1.98e-17,N2O_Nee(1999)_298K_100-212nm.txt
125.01,2.18e-17,N2O_Nee(1999)_298K_100-212nm.txt
125.24,2.41e-17,N2O_Nee(1999)_298K_100-212nm.txt
125.42,2.63e-17,N2O_Nee(1999)_298K_100-212nm.txt
125.52,2.9e-17,N2O_Nee(1999)_298K_100-212nm.txt
125.62,3.11e-17,N2O_Nee(1999)_298K_100-212nm.txt
125.72,3.38e-17,N2O_Nee(1999)_298K_100-212nm.txt
125.84,3.61e-17,N2O_Nee(1999)_298K_100-212nm.txt
125.94,3.84e-17,N2O_Nee(1999)_298K_100-212nm.txt
125.98,4.07e-17,N2O_Nee(1999)_298K_100-212nm.txt
126.04,4.29e-17,N2O_Nee(1999)_298K_100-212nm.txt
126.15,4.62e-17,N2O_Nee(1999)_298K_100-212nm.txt
126.26,4.85e-17,N2O_Nee(1999)_298K_100-212nm.txt
126.45,5.15e-17,N2O_Nee(1999)_298K_100-212nm.txt
126.56,5.4e-17,N2O_Nee(1999)_298K_100-212nm.txt
126.68,5.69e-17,N2O_Nee(1999)_298K_100-212nm.txt
126.83,5.95e-17,N2O_Nee(1999)_298K_100-212nm.txt
126.91,6.17e-17,N2O_Nee(1999)_298K_100-212nm.txt
127.04,6.42e-17,N2O_Nee(1999)_298K_100-212nm.txt
127.12,6.7e-17,N2O_Nee(1999)_298K_100-212nm.txt
127.22,6.93e-17,N2O_Nee(1999)_298K_100-212nm.txt
127.36,7.14e-17,N2O_Nee(1999)_298K_100-212nm.txt
127.53,7.32e-17,N2O_Nee(1999)_298K_100-212nm.txt
127.75,7.6e-17,N2O_Nee(1999)_298K_100-212nm.txt
127.86,7.81e-17,N2O_Nee(1999)_298K_100-212nm.txt
128.02,8.01e-17,N2O_Nee(1999)_298K_100-212nm.txt
128.27,8.18e-17,N2O_Nee(1999)_298K_100-212nm.txt
128.43,8.3e-17,N2O_Nee(1999)_298K_100-212nm.txt
128.6,8.42e-17,N2O_Nee(1999)_298K_100-212nm.txt
128.84,8.54e-17,N2O_Nee(1999)_298K_100-212nm.txt
129.16,8.62e-17,N2O_Nee(1999)_298K_100-212nm.txt
129.5,8.65e-17,N2O_Nee(1999)_298K_100-212nm.txt
129.86,8.62e-17,N2O_Nee(1999)_298K_100-212nm.txt
130.15,8.54e-17,N2O_Nee(1999)_298K_100-212nm.txt
130.39,8.43e-17,N2O_Nee(1999)_298K_100-212nm.txt
130.61,8.28e-17,N2O_Nee(1999)_298K_100-212nm.txt
130.74,8.18e-17,N2O_Nee(1999)_298K_100-212nm.txt
130.93,8.01e-17,N2O_Nee(1999)_298K_100-212nm.txt
131.16,7.8e-17,N2O_Nee(1999)_298K_100-212nm.txt
131.33,7.61e-17,N2O_Nee(1999)_298K_100-212nm.txt
131.51,7.37e-17,N2O_Nee(1999)_298K_100-212nm.txt
131.68,7.13e-17,N2O_Nee(1999)_298K_100-212nm.txt
131.83,6.9e-17,N2O_Nee(1999)_298K_100-212nm.txt
131.94,6.68e-17,N2O_Nee(1999)_298K_100-212nm.txt
132.11,6.42e-17,N2O_Nee(1999)_298K_100-212nm.txt
132.22,6.22e-17,N2O_Nee(1999)_298K_100-212nm.txt
132.38,5.97e-17,N2O_Nee(1999)_298K_100-212nm.txt
132.53,5.69e-17,N2O_Nee(1999)_298K_100-212nm.txt
132.73,5.4e-17,N2O_Nee(1999)_298K_100-212nm.txt
132.86,5.13e-17,N2O_Nee(1999)_298K_100-212nm.txt
132.99,4.82e-17,N2O_Nee(1999)_298K_100-212nm.txt
133.1,4.62e-17,N2O_Nee(1999)_298K_100-212nm.txt
133.26,4.32e-17,N2O_Nee(1999)_298K_100-212nm.txt
133.37,4.06e-17,N2O_Nee(1999)_298K_100-212nm.txt
133.45,3.86e-17,N2O_Nee(1999)_298K_100-212nm.txt
133.65,3.59e-17,N2O_Nee(1999)_298K_100-212nm.txt
133.75,3.4e-17,N2O_Nee(1999)_298K_100-212nm.txt
133.95,3.11e-17,N2O_Nee(1999)_298K_100-212nm.txt
134.08,2.88e-17,N2O_Nee(1999)_298K_100-212nm.txt
134.22,2.66e-17,N2O_Nee(1999)_298K_100-212nm.txt
134.43,2.38e-17,N2O_Nee(1999)_298K_100-212nm.txt
134.61,2.14e-17,N2O_Nee(1999)_298K_100-212nm.txt
134.73,1.93e-17,N2O_Nee(1999)_298K_100-212nm.txt
134.86,1.74e-17,N2O_Nee(1999)_298K_100-212nm.txt
135.07,1.52e-17,N2O_Nee(1999)_298K_100-212nm.txt
135.24,1.33e-17,N2O_Nee(1999)_298K_100-212nm.txt
135.51,1.1e-17,N2O_Nee(1999)_298K_100-212nm.txt
135.85,8.83e-18,N2O_Nee(1999)_298K_100-212nm.txt
136.06,7.1e-18,N2O_Nee(1999)_298K_100-212nm.txt
136.49,5.69e-18,N2O_Nee(1999)_298K_100-212nm.txt
136.81,4.12e-18,N2O_Nee(1999)_298K_100-212nm.txt
137.45,3.13e-18,N2O_Nee(1999)_298K_100-212nm.txt
138.1,2.15e-18,N2O_Nee(1999)_298K_100-212nm.txt
138.16,1.64e-18,N2O_Nee(1999)_298K_100-212nm.txt
138.26,1.57e-18,N2O_Nee(1999)_298K_100-212nm.txt
138.38,1.51e-18,N2O_Nee(1999)_298K_100-212nm.txt
138.51,1.49e-18,N2O_Nee(1999)_298K_100-212nm.txt
138.62,1.42e-18,N2O_Nee(1999)_298K_100-212nm.txt
138.74,1.37e-18,N2O_Nee(1999)_298K_100-212nm.txt
138.87,1.35e-18,N2O_Nee(1999)_298K_100-212nm.txt
138.99,1.3e-18,N2O_Nee(1999)_298K_100-212nm.txt
139.06,1.28e-18,N2O_Nee(1999)_298K_100-212nm.txt
139.13,1.29e-18,N2O_Nee(1999)_298K_100-212nm.txt
139.25,1.34e-18,N2O_Nee(1999)_298K_100-212nm.txt
139.39,1.38e-18,N2O_Nee(1999)_298K_100-212nm.txt
139.51,1.42e-18,N2O_Nee(1999)_298K_100-212nm.txt
139.65,1.44e-18,N2O_Nee(1999)_298K_100-212nm.txt
139.8,1.44e-18,N2O_Nee(1999)_298K_100-212nm.txt
139.93,1.42e-18,N2O_Nee(1999)_298K_100-212nm.txt
140.06,1.45e-18,N2O_Nee(1999)_298K_100-212nm.txt
140.18,1.5e-18,N2O_Nee(1999)_298K_100-212nm.txt
140.29,1.56e-18,N2O_Nee(1999)_298K_100-212nm.txt
140.39,1.64e-18,N2O_Nee(1999)_298K_100-212nm.txt
140.48,1.7e-18,N2O_Nee(1999)_298K_100-212nm.txt
140.59,1.76e-18,N2O_Nee(1999)_298K_100-212nm.txt
140.72,1.8e-18,N2O_Nee(1999)_298K_100-212nm.txt
140.85,1.84e-18,N2O_Nee(1999)_298K_100-212nm.txt
140.96,1.9e-18,N2O_Nee(1999)_298K_100-212nm.txt
141.07,1.98e-18,N2O_Nee(1999)_298K_100-212nm.txt
141.16,2.06e-18,N2O_Nee(1999)_298K_100-212nm.txt
141.25,2.16e-18,N2O_Nee(1999)_298K_100-212nm.txt
141.32,2.23e-18,N2O_Nee(1999)_298K_100-212nm.txt
141.38,2.3e-18,N2O_Nee(1999)_298K_100-212nm.txt
141.46,2.39e-18,N2O_Nee(1999)_298K_100-212nm.txt
141.55,2.48e-18,N2O_Nee(1999)_298K_100-212nm.txt
141.65,2.55e-18,N2O_Nee(1999)_298K_100-212nm.txt
141.79,2.59e-18,N2O_Nee(1999)_298K_100-212nm.txt
141.9,2.65e-18,N2O_Nee(1999)_298K_100-212nm.txt
141.97,2.75e-18,N2O_Nee(1999)_298K_100-212nm.txt
142.02,2.88e-18,N2O_Nee(1999)_298K_100-212nm.txt
142.08,2.99e-18,N2O_Nee(1999)_298K_100-212nm.txt
142.13,3.1e-18,N2O_Nee(1999)_298K_100-212nm.txt
142.18,3.19e-18,N2O_Nee(1999)_298K_100-212nm.txt
142.22,3.31e-18,N2O_Nee(1999)_298K_100-212nm.txt
142.25,3.42e-18,N2O_Nee(1999)_298K_100-212nm.txt
142.32,3.52e-18,N2O_Nee(1999)_298K_100-212nm.txt
142.36,3.58e-18,N2O_Nee(1999)_298K_100-212nm.txt
142.47,3.64e-18,N2O_Nee(1999)_298K_100-212nm.txt
142.61,3.63e-18,N2O_Nee(1999)_298K_100-212nm.txt
142.74,3.67e-18,N2O_Nee(1999)_298K_100-212nm.txt
142.82,3.79e-18,N2O_Nee(1999)_298K_100-212nm.txt
142.86,3.92e-18,N2O_Nee(1999)_298K_100-212nm.txt
142.92,4.08e-18,N2O_Nee(1999)_298K_100-212nm.txt
142.97,4.24e-18,N2O_Nee(1999)_298K_100-212nm.txt
143.01,4.39e-18,N2O_Nee(1999)_298K_100-212nm.txt
143.04,4.53e-18,N2O_Nee(1999)_298K_100-212nm.txt
143.08,4.69e-18,N2O_Nee(1999)_298K_100-212nm.txt
143.13,4.84e-18,N2O_Nee(1999)_298K_100-212nm.txt
143.19,5e-18,N2O_Nee(1999)_298K_100-212nm.txt
143.25,5.13e-18,N2O_Nee(1999)_298K_100-212nm.txt
143.31,5.23e-18,N2O_Nee(1999)_298K_100-212nm.txt
143.44,5.23e-18,N2O_Nee(1999)_298K_100-212nm.txt
143.5,5.16e-18,N2O_Nee(1999)_298K_100-212nm.txt
143.55,5.06e-18,N2O_Nee(1999)_298K_100-212nm.txt
143.62,4.98e-18,N2O_Nee(1999)_298K_100-212nm.txt
143.69,4.94e-18,N2O_Nee(1999)_298K_100-212nm.txt
143.76,5.01e-18,N2O_Nee(1999)_298K_100-212nm.txt
143.79,5.11e-18,N2O_Nee(1999)_298K_100-212nm.txt
143.8,5.18e-18,N2O_Nee(1999)_298K_100-212nm.txt
143.83,5.27e-18,N2O_Nee(1999)_298K_100-212nm.txt
143.85,5.43e-18,N2O_Nee(1999)_298K_100-212nm.txt
143.89,5.58e-18,N2O_Nee(1999)_298K_100-212nm.txt
143.9,5.73e-18,N2O_Nee(1999)_298K_100-212nm.txt
143.93,5.86e-18,N2O_Nee(1999)_298K_100-212nm.txt
143.95,5.99e-18,N2O_Nee(1999)_298K_100-212nm.txt
143.98,6.21e-18,N2O_Nee(1999)_298K_100-212nm.txt
144.01,6.4e-18,N2O_Nee(1999)_298K_100-212nm.txt
144.04,6.75e-18,N2O_Nee(1999)_298K_100-212nm.txt
144.04,6.56e-18,N2O_Nee(1999)_298K_100-212nm.txt
144.06,6.89e-18,N2O_Nee(1999)_298K_100-212nm.txt
144.08,7.04e-18,N2O_Nee(1999)_298K_100-212nm.txt
144.12,7.17e-18,N2O_Nee(1999)_298K_100-212nm.txt
144.16,7.27e-18,N2O_Nee(1999)_298K_100-212nm.txt
144.23,7.33e-18,N2O_Nee(1999)_298K_100-212nm.txt
144.28,7.27e-18,N2O_Nee(1999)_298K_100-212nm.txt
144.32,7.15e-18,N2O_Nee(1999)_298K_100-212nm.txt
144.35,7.04e-18,N2O_Nee(1999)_298K_100-212nm.txt
144.38,6.9e-18,N2O_Nee(1999)_298K_100-212nm.txt
144.43,6.78e-18,N2O_Nee(1999)_298K_100-212nm.txt
144.5,6.64e-18,N2O_Nee(1999)_298K_100-212nm.txt
144.57,6.51e-18,N2O_Nee(1999)_298K_100-212nm.txt
144.63,6.39e-18,N2O_Nee(1999)_298K_100-212nm.txt
144.68,6.35e-18,N2O_Nee(1999)_298K_100-212nm.txt
144.73,6.34e-18,N2O_Nee(1999)_298K_100-212nm.txt
144.78,6.36e-18,N2O_Nee(1999)_298K_100-212nm.txt
144.82,6.43e-18,N2O_Nee(1999)_298K_100-212nm.txt
144.85,6.51e-18,N2O_Nee(1999)_298K_100-212nm.txt
144.89,6.79e-18,N2O_Nee(1999)_298K_100-212nm.txt
144.89,6.79e-18,N2O_Nee(1999)_298K_100-212nm.txt
144.9,6.93e-18,N2O_Nee(1999)_298K_100-212nm.txt
144.93,7.08e-18,N2O_Nee(1999)_298K_100-212nm.txt
144.94,7.21e-18,N2O_Nee(1999)_298K_100-212nm.txt
144.96,7.39e-18,N2O_Nee(1999)_298K_100-212nm.txt
144.99,7.57e-18,N2O_Nee(1999)_298K_100-212nm.txt
145.0,7.76e-18,N2O_Nee(1999)_298K_100-212nm.txt
145.02,7.92e-18,N2O_Nee(1999)_298K_100-212nm.txt
145.04,8.1e-18,N2O_Nee(1999)_298K_100-212nm.txt
145.06,8.29e-18,N2O_Nee(1999)_298K_100-212nm.txt
145.08,8.54e-18,N2O_Nee(1999)_298K_100-212nm.txt
145.1,8.72e-18,N2O_Nee(1999)_298K_100-212nm.txt
145.12,8.92e-18,N2O_Nee(1999)_298K_100-212nm.txt
145.13,9.11e-18,N2O_Nee(1999)_298K_100-212nm.txt
145.15,9.24e-18,N2O_Nee(1999)_298K_100-212nm.txt
145.18,9.36e-18,N2O_Nee(1999)_298K_100-212nm.txt
145.24,9.42e-18,N2O_Nee(1999)_298K_100-212nm.txt
145.28,9.36e-18,N2O_Nee(1999)_298K_100-212nm.txt
145.3,9.24e-18,N2O_Nee(1999)_298K_100-212nm.txt
145.32,9.09e-18,N2O_Nee(1999)_298K_100-212nm.txt
145.34,8.91e-18,N2O_Nee(1999)_298K_100-212nm.txt
